"","TAHUN","NAMA PROVINSI","NAMA KABUPATEN/KOTA","NAMA KECAMATAN","NAMA KELURAHAN","LUAS WILAYAH (KM2)","KEPADATAN (JIWA/KM2)","DEMOGRAFIK","JUMLAH","RENTANG UMUR","JENIS KELAMIN"
"4190",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","KEBAYORAN BARU","CIPETE UTARA",1.83,20664,"70-74 Perempuan",210,"70-74","Perempuan"
"4191",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","PANCORAN","PANCORAN",1.24,17127,"70-74 Perempuan",96,"70-74","Perempuan"
"4192",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","PANCORAN","KALIBATA",2.2,21353,"70-74 Perempuan",269,"70-74","Perempuan"
"4193",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","PANCORAN","RAWA JATI",0.67,29915,"70-74 Perempuan",126,"70-74","Perempuan"
"4194",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","PANCORAN","DUREN TIGA",2.45,12987,"70-74 Perempuan",231,"70-74","Perempuan"
"4195",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","PANCORAN","PENGADEGAN",0.95,24076,"70-74 Perempuan",146,"70-74","Perempuan"
"4196",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","PANCORAN","CIKOKO",0.72,17661,"70-74 Perempuan",68,"70-74","Perempuan"
"4197",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","JAGAKARSA","JAGAKARSA",4.85,12940,"70-74 Perempuan",240,"70-74","Perempuan"
"4198",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","JAGAKARSA","SRENGSENG SAWAH",6.75,8912,"70-74 Perempuan",289,"70-74","Perempuan"
"4199",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","JAGAKARSA","CIGANJUR",3.61,10334,"70-74 Perempuan",129,"70-74","Perempuan"
"4200",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","JAGAKARSA","LENTENG AGUNG",2.28,24703,"70-74 Perempuan",223,"70-74","Perempuan"
"4201",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","JAGAKARSA","TANJUNG BARAT",3.65,11460,"70-74 Perempuan",213,"70-74","Perempuan"
"4202",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","JAGAKARSA","CIPEDAK",4.24,8473,"70-74 Perempuan",131,"70-74","Perempuan"
"4203",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","PESANGGRAHAN","PESANGGRAHAN",2.1,13859,"70-74 Perempuan",146,"70-74","Perempuan"
"4204",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","PESANGGRAHAN","BINTARO",4.56,11808,"70-74 Perempuan",316,"70-74","Perempuan"
"4205",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","PESANGGRAHAN","PETUKANGAN UTARA",2.99,19001,"70-74 Perempuan",233,"70-74","Perempuan"
"4206",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","PESANGGRAHAN","PETUKANGAN SELATAN",2.11,18260,"70-74 Perempuan",188,"70-74","Perempuan"
"4207",2013,"PROVINSI DKI JAKARTA","JAKARTA SELATAN","PESANGGRAHAN","ULUJAMI",1.71,26161,"70-74 Perempuan",213,"70-74","Perempuan"
"4208",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","MATRAMAN","PISANGAN BARU",0.68,54913,"70-74 Perempuan",270,"70-74","Perempuan"
"4209",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","MATRAMAN","UTAN KAYU UTARA",1.05,31694,"70-74 Perempuan",214,"70-74","Perempuan"
"4210",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","MATRAMAN","KAYU MANIS",0.57,52740,"70-74 Perempuan",219,"70-74","Perempuan"
"4211",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","MATRAMAN","PAL MERIAM",0.65,36818,"70-74 Perempuan",169,"70-74","Perempuan"
"4212",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","MATRAMAN","KEBON MANGGIS",0.78,25601,"70-74 Perempuan",175,"70-74","Perempuan"
"4213",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","MATRAMAN","UTAN KAYU SELATAN",1.12,34434,"70-74 Perempuan",332,"70-74","Perempuan"
"4214",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","PULO GADUNG","PULO GADUNG",1.29,30260,"70-74 Perempuan",203,"70-74","Perempuan"
"4215",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","PULO GADUNG","PISANGAN TIMUR",1.8,26931,"70-74 Perempuan",312,"70-74","Perempuan"
"4216",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","PULO GADUNG","CIPINANG",1.54,29756,"70-74 Perempuan",351,"70-74","Perempuan"
"4217",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","PULO GADUNG","JATINEGARA KAUM",1.23,21792,"70-74 Perempuan",101,"70-74","Perempuan"
"4218",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","PULO GADUNG","RAWAMANGUN",2.6,16963,"70-74 Perempuan",364,"70-74","Perempuan"
"4219",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","PULO GADUNG","KAYU PUTIH",4.37,11179,"70-74 Perempuan",420,"70-74","Perempuan"
"4220",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","PULO GADUNG","JATI",2.15,17270,"70-74 Perempuan",364,"70-74","Perempuan"
"4221",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","JATINEGARA","KAMPUNG MELAYU",0.48,63973,"70-74 Perempuan",173,"70-74","Perempuan"
"4222",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","JATINEGARA","BIDARA CINA",1.26,35493,"70-74 Perempuan",324,"70-74","Perempuan"
"4223",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","JATINEGARA","BALI MESTER",0.67,17304,"70-74 Perempuan",109,"70-74","Perempuan"
"4224",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","JATINEGARA","RAWA BUNGA",0.88,28478,"70-74 Perempuan",201,"70-74","Perempuan"
"4225",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","JATINEGARA","CIPINANG CEMPEDAK",1.67,22917,"70-74 Perempuan",376,"70-74","Perempuan"
"4226",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","JATINEGARA","CIPINANG MUARA",2.9,21525,"70-74 Perempuan",423,"70-74","Perempuan"
"4227",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","JATINEGARA","CIPINANG BESAR SELATAN",1.63,23417,"70-74 Perempuan",220,"70-74","Perempuan"
"4228",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","JATINEGARA","CIPINANG BESAR UTARA",1.15,48850,"70-74 Perempuan",350,"70-74","Perempuan"
"4229",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","KRAMAT JATI","KRAMAT JATI",1.52,25801,"70-74 Perempuan",218,"70-74","Perempuan"
"4230",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","KRAMAT JATI","KAMPUNG TENGAH",2.03,24281,"70-74 Perempuan",197,"70-74","Perempuan"
"4231",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","KRAMAT JATI","DUKUH",1.98,13402,"70-74 Perempuan",115,"70-74","Perempuan"
"4232",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","KRAMAT JATI","BATU AMPAR",2.55,19983,"70-74 Perempuan",242,"70-74","Perempuan"
"4233",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","KRAMAT JATI","BALE KAMBANG",1.67,18012,"70-74 Perempuan",119,"70-74","Perempuan"
"4234",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","KRAMAT JATI","CILILITAN",1.8,26094,"70-74 Perempuan",265,"70-74","Perempuan"
"4235",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","KRAMAT JATI","CAWANG",1.79,21827,"70-74 Perempuan",228,"70-74","Perempuan"
"4236",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","PASAR REBO","GEDONG",2.65,14684,"70-74 Perempuan",212,"70-74","Perempuan"
"4237",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","PASAR REBO","BARU",1.89,14133,"70-74 Perempuan",70,"70-74","Perempuan"
"4238",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","PASAR REBO","CIJANTUNG",2.37,18589,"70-74 Perempuan",161,"70-74","Perempuan"
"4239",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","PASAR REBO","KALISARI",2.89,15517,"70-74 Perempuan",154,"70-74","Perempuan"
"4240",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","PASAR REBO","PEKAYON",3.14,14600,"70-74 Perempuan",132,"70-74","Perempuan"
"4241",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","CAKUNG","JATINEGARA",6.6,14709,"70-74 Perempuan",245,"70-74","Perempuan"
"4242",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","CAKUNG","RAWA TERATE",4.1,7387,"70-74 Perempuan",86,"70-74","Perempuan"
"4243",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","CAKUNG","PENGGILINGAN",4.48,22483,"70-74 Perempuan",260,"70-74","Perempuan"
"4244",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","CAKUNG","CAKUNG TIMUR",9.81,6464,"70-74 Perempuan",168,"70-74","Perempuan"
"4245",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","CAKUNG","PULO GEBANG",6.86,13716,"70-74 Perempuan",280,"70-74","Perempuan"
"4246",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","CAKUNG","UJUNG MENTENG",4.43,6972,"70-74 Perempuan",91,"70-74","Perempuan"
"4247",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","CAKUNG","CAKUNG BARAT",6.19,10030,"70-74 Perempuan",138,"70-74","Perempuan"
"4248",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","DUREN SAWIT","DUREN SAWIT",4.58,14100,"70-74 Perempuan",352,"70-74","Perempuan"
"4249",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","DUREN SAWIT","PONDOK BAMBU",5,13285,"70-74 Perempuan",327,"70-74","Perempuan"
"4250",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","DUREN SAWIT","KLENDER",3.08,25456,"70-74 Perempuan",401,"70-74","Perempuan"
"4251",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","DUREN SAWIT","PONDOK KELAPA",5.72,12673,"70-74 Perempuan",344,"70-74","Perempuan"
"4252",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","DUREN SAWIT","MALAKA SARI",1.38,23592,"70-74 Perempuan",280,"70-74","Perempuan"
"4253",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","DUREN SAWIT","MALAKA JAYA",0.99,36535,"70-74 Perempuan",326,"70-74","Perempuan"
"4254",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","DUREN SAWIT","PONDOK KOPI",2.06,18136,"70-74 Perempuan",167,"70-74","Perempuan"
"4255",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","MAKASAR","MAKASAR",1.85,20695,"70-74 Perempuan",176,"70-74","Perempuan"
"4256",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","MAKASAR","PINANG RANTI",1.89,14793,"70-74 Perempuan",95,"70-74","Perempuan"
"4257",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","MAKASAR","KEBON PALA",2.3,22647,"70-74 Perempuan",217,"70-74","Perempuan"
"4258",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","MAKASAR","HALIM PERDANA KUSUMAH",13.07,2546,"70-74 Perempuan",89,"70-74","Perempuan"
"4259",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","MAKASAR","CIPINANG MELAYU",2.53,18551,"70-74 Perempuan",267,"70-74","Perempuan"
"4260",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","CIRACAS","CIRACAS",3.93,17648,"70-74 Perempuan",207,"70-74","Perempuan"
"4261",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","CIRACAS","CIBUBUR",4.5,15686,"70-74 Perempuan",294,"70-74","Perempuan"
"4262",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","CIRACAS","KELAPA DUA WETAN",3.37,14203,"70-74 Perempuan",163,"70-74","Perempuan"
"4263",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","CIRACAS","SUSUKAN",2.19,19019,"70-74 Perempuan",128,"70-74","Perempuan"
"4264",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","CIRACAS","RAMBUTAN",2.09,19324,"70-74 Perempuan",119,"70-74","Perempuan"
"4265",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","CIPAYUNG","CIPAYUNG",3.08,8441,"70-74 Perempuan",101,"70-74","Perempuan"
"4266",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","CIPAYUNG","CILANGKAP",6.03,4396,"70-74 Perempuan",90,"70-74","Perempuan"
"4267",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","CIPAYUNG","PONDOK RANGGON",3.66,6772,"70-74 Perempuan",105,"70-74","Perempuan"
"4268",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","CIPAYUNG","MUNJUL",1.9,12734,"70-74 Perempuan",94,"70-74","Perempuan"
"4269",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","CIPAYUNG","SETU",3.25,6028,"70-74 Perempuan",83,"70-74","Perempuan"
"4270",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","CIPAYUNG","BAMBU APUS",3.17,8400,"70-74 Perempuan",96,"70-74","Perempuan"
"4271",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","CIPAYUNG","LUBANG BUAYA",3.72,18055,"70-74 Perempuan",291,"70-74","Perempuan"
"4272",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","CIPAYUNG","CEGER",3.63,5492,"70-74 Perempuan",53,"70-74","Perempuan"
"4273",2013,"PROVINSI DKI JAKARTA","KAB.ADM.KEP.SERIBU","KEP. SERIBU UTR","P. PANGGANG",0.91,6779,">75 Laki-Laki",13,">75","Laki-Laki"
"4274",2013,"PROVINSI DKI JAKARTA","KAB.ADM.KEP.SERIBU","KEP. SERIBU UTR","P. KELAPA",3.76,1705,">75 Laki-Laki",5,">75","Laki-Laki"
"4275",2013,"PROVINSI DKI JAKARTA","KAB.ADM.KEP.SERIBU","KEP. SERIBU UTR","P. HARAPAN",3.59,628,">75 Laki-Laki",18,">75","Laki-Laki"
"4276",2013,"PROVINSI DKI JAKARTA","KAB.ADM.KEP.SERIBU","KEP. SERIBU SLT","P. UNTUNG JAWA",0.59,3625,">75 Laki-Laki",16,">75","Laki-Laki"
"4277",2013,"PROVINSI DKI JAKARTA","KAB.ADM.KEP.SERIBU","KEP. SERIBU SLT","P. TIDUNG",1.57,3084,">75 Laki-Laki",11,">75","Laki-Laki"
"4278",2013,"PROVINSI DKI JAKARTA","KAB.ADM.KEP.SERIBU","KEP. SERIBU SLT","P. PARI",1.39,1968,">75 Laki-Laki",8,">75","Laki-Laki"
"4279",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","GAMBIR","GAMBIR",2.58,1350,">75 Laki-Laki",34,">75","Laki-Laki"
"4280",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","GAMBIR","CIDENG",1.26,14584,">75 Laki-Laki",214,">75","Laki-Laki"
"4281",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","GAMBIR","PETOJO UTARA",1.12,18987,">75 Laki-Laki",215,">75","Laki-Laki"
"4282",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","GAMBIR","PETOJO SELATAN",1.14,14465,">75 Laki-Laki",150,">75","Laki-Laki"
"4283",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","GAMBIR","KEBON KELAPA",0.78,15890,">75 Laki-Laki",136,">75","Laki-Laki"
"4284",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","GAMBIR","DURI PULO",0.72,35628,">75 Laki-Laki",196,">75","Laki-Laki"
"4285",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","SAWAH BESAR","PASAR BARU",1.89,8041,">75 Laki-Laki",203,">75","Laki-Laki"
"4286",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","SAWAH BESAR","KARANG ANYAR",0.51,63122,">75 Laki-Laki",258,">75","Laki-Laki"
"4287",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","SAWAH BESAR","KARTINI",0.55,49862,">75 Laki-Laki",284,">75","Laki-Laki"
"4288",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","SAWAH BESAR","GUNUNG SAHARI UTARA",1.98,9933,">75 Laki-Laki",203,">75","Laki-Laki"
"4289",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","SAWAH BESAR","MANGGA DUA SELATAN",1.29,26203,">75 Laki-Laki",252,">75","Laki-Laki"
"4290",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","KEMAYORAN","KEMAYORAN",0.55,44202,">75 Laki-Laki",199,">75","Laki-Laki"
"4291",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","KEMAYORAN","KEBON KOSONG",1.13,28014,">75 Laki-Laki",179,">75","Laki-Laki"
"4292",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","KEMAYORAN","HARAPAN MULIA",0.91,29205,">75 Laki-Laki",171,">75","Laki-Laki"
"4293",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","KEMAYORAN","SERDANG",0.82,41837,">75 Laki-Laki",294,">75","Laki-Laki"
"4294",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","KEMAYORAN","GUNUNG SAHARI SELATAN",0.53,43858,">75 Laki-Laki",192,">75","Laki-Laki"
"4295",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","KEMAYORAN","CEMPAKA BARU",0.99,38088,">75 Laki-Laki",284,">75","Laki-Laki"
"4296",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","KEMAYORAN","SUMUR BATU",1.15,23271,">75 Laki-Laki",205,">75","Laki-Laki"
"4297",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","KEMAYORAN","UTAN PANJANG",1.05,31889,">75 Laki-Laki",209,">75","Laki-Laki"
"4298",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","SENEN","SENEN",0.81,10158,">75 Laki-Laki",50,">75","Laki-Laki"
"4299",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","SENEN","KENARI",0.91,11757,">75 Laki-Laki",88,">75","Laki-Laki"
"4300",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","SENEN","PASEBAN",0.71,38400,">75 Laki-Laki",169,">75","Laki-Laki"
"4301",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","SENEN","KRAMAT",0.71,47630,">75 Laki-Laki",234,">75","Laki-Laki"
"4302",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","SENEN","KWITANG",0.45,40724,">75 Laki-Laki",153,">75","Laki-Laki"
"4303",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","SENEN","BUNGUR",0.64,34463,">75 Laki-Laki",173,">75","Laki-Laki"
"4304",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","CEMPAKA PUTIH","CEMPAKA PUTIH TIMUR",2.22,12326,">75 Laki-Laki",276,">75","Laki-Laki"
"4305",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","CEMPAKA PUTIH","CEMPAKA PUTIH BARAT",1.22,32561,">75 Laki-Laki",322,">75","Laki-Laki"
"4306",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","CEMPAKA PUTIH","RAWASARI",1.25,19945,">75 Laki-Laki",199,">75","Laki-Laki"
"4307",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","MENTENG","MENTENG",2.44,11968,">75 Laki-Laki",210,">75","Laki-Laki"
"4308",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","MENTENG","PEGANGSAAN",0.98,27151,">75 Laki-Laki",195,">75","Laki-Laki"
"4309",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","MENTENG","CIKINI",0.82,11711,">75 Laki-Laki",70,">75","Laki-Laki"
"4310",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","MENTENG","GONDANGDIA",1.46,3194,">75 Laki-Laki",60,">75","Laki-Laki"
"4311",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","MENTENG","KEBON SIRIH",0.83,18577,">75 Laki-Laki",121,">75","Laki-Laki"
"4312",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","TANAH ABANG","GELORA",2.59,1450,">75 Laki-Laki",29,">75","Laki-Laki"
"4313",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","TANAH ABANG","BENDUNGAN HILIR",1.58,16018,">75 Laki-Laki",239,">75","Laki-Laki"
"4314",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","TANAH ABANG","KARET TENGSIN",1.53,13912,">75 Laki-Laki",130,">75","Laki-Laki"
"4315",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","TANAH ABANG","PETAMBURAN",0.9,43262,">75 Laki-Laki",215,">75","Laki-Laki"
"4316",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","TANAH ABANG","KEBON MELATI",1.26,30563,">75 Laki-Laki",204,">75","Laki-Laki"
"4317",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","TANAH ABANG","KEBON KACANG",0.71,35545,">75 Laki-Laki",203,">75","Laki-Laki"
"4318",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","TANAH ABANG","KAMPUNG BALI",0.73,19941,">75 Laki-Laki",123,">75","Laki-Laki"
"4319",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","JOHAR BARU","JOHAR BARU",1.19,35270,">75 Laki-Laki",320,">75","Laki-Laki"
"4320",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","JOHAR BARU","KAMPUNG RAWA",0.3,86123,">75 Laki-Laki",175,">75","Laki-Laki"
"4321",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","JOHAR BARU","GALUR",0.27,79022,">75 Laki-Laki",130,">75","Laki-Laki"
"4322",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","JOHAR BARU","TANAH TINGGI",0.62,71177,">75 Laki-Laki",281,">75","Laki-Laki"
"4323",2013,"PROVINSI DKI JAKARTA","JAKARTA UTARA","PENJARINGAN","PENJARINGAN",3.95,28071,">75 Laki-Laki",2941,">75","Laki-Laki"
"4324",2013,"PROVINSI DKI JAKARTA","JAKARTA UTARA","PENJARINGAN","KAMAL MUARA",10.53,1144,">75 Laki-Laki",277,">75","Laki-Laki"
"4325",2013,"PROVINSI DKI JAKARTA","JAKARTA UTARA","PENJARINGAN","KAPUK MUARA",10.56,3243,">75 Laki-Laki",979,">75","Laki-Laki"
"4326",2013,"PROVINSI DKI JAKARTA","JAKARTA UTARA","PENJARINGAN","PEJAGALAN",3.23,27856,">75 Laki-Laki",2574,">75","Laki-Laki"
"4327",2013,"PROVINSI DKI JAKARTA","JAKARTA UTARA","PENJARINGAN","PLUIT",7.71,6344,">75 Laki-Laki",1337,">75","Laki-Laki"
"4328",2013,"PROVINSI DKI JAKARTA","JAKARTA UTARA","TANJUNG PRIOK","TANJUNG PRIOK",5.59,7794,">75 Laki-Laki",1127,">75","Laki-Laki"
"4329",2013,"PROVINSI DKI JAKARTA","JAKARTA UTARA","TANJUNG PRIOK","SUNTER JAYA",4.68,14791,">75 Laki-Laki",1832,">75","Laki-Laki"
"4330",2013,"PROVINSI DKI JAKARTA","JAKARTA UTARA","TANJUNG PRIOK","PAPANGGO",2.8,16353,">75 Laki-Laki",1067,">75","Laki-Laki"
"4331",2013,"PROVINSI DKI JAKARTA","JAKARTA UTARA","TANJUNG PRIOK","SUNGAI BAMBU",2.36,15221,">75 Laki-Laki",998,">75","Laki-Laki"
"4332",2013,"PROVINSI DKI JAKARTA","JAKARTA UTARA","TANJUNG PRIOK","KEBON BAWANG",1.73,35952,">75 Laki-Laki",1483,">75","Laki-Laki"
"4333",2013,"PROVINSI DKI JAKARTA","JAKARTA UTARA","TANJUNG PRIOK","SUNTER AGUNG",6.65,12234,">75 Laki-Laki",2219,">75","Laki-Laki"
"4334",2013,"PROVINSI DKI JAKARTA","JAKARTA UTARA","TANJUNG PRIOK","WARAKAS",1.09,49384,">75 Laki-Laki",1347,">75","Laki-Laki"
"4335",2013,"PROVINSI DKI JAKARTA","JAKARTA UTARA","KOJA","KOJA",3.27,10838,">75 Laki-Laki",1007,">75","Laki-Laki"
"4336",2013,"PROVINSI DKI JAKARTA","JAKARTA UTARA","KOJA","TUGU UTARA",2.37,34123,">75 Laki-Laki",1853,">75","Laki-Laki"
"4337",2013,"PROVINSI DKI JAKARTA","JAKARTA UTARA","KOJA","LAGOA",1.58,44105,">75 Laki-Laki",1719,">75","Laki-Laki"
"4338",2013,"PROVINSI DKI JAKARTA","JAKARTA UTARA","KOJA","RAWA BADAK UTARA",1.33,31357,">75 Laki-Laki",996,">75","Laki-Laki"
"4339",2013,"PROVINSI DKI JAKARTA","JAKARTA UTARA","KOJA","TUGU SELATAN",1.86,22869,">75 Laki-Laki",936,">75","Laki-Laki"
"4340",2013,"PROVINSI DKI JAKARTA","JAKARTA UTARA","KOJA","RAWA BADAK SELATAN",1.33,35441,">75 Laki-Laki",1036,">75","Laki-Laki"
"4341",2013,"PROVINSI DKI JAKARTA","JAKARTA UTARA","CILINCING","CILINCING",8.31,6326,">75 Laki-Laki",1188,">75","Laki-Laki"
"4342",2013,"PROVINSI DKI JAKARTA","JAKARTA UTARA","CILINCING","SUKAPURA",5.61,11602,">75 Laki-Laki",1075,">75","Laki-Laki"
"4343",2013,"PROVINSI DKI JAKARTA","JAKARTA UTARA","CILINCING","MARUNDA",7.92,3105,">75 Laki-Laki",588,">75","Laki-Laki"
"4344",2013,"PROVINSI DKI JAKARTA","JAKARTA UTARA","CILINCING","KALI BARU",2.47,34278,">75 Laki-Laki",1870,">75","Laki-Laki"
"4345",2013,"PROVINSI DKI JAKARTA","JAKARTA UTARA","CILINCING","SEMPER TIMUR",3.17,12725,">75 Laki-Laki",1002,">75","Laki-Laki"
"4346",2013,"PROVINSI DKI JAKARTA","JAKARTA UTARA","CILINCING","ROROTAN",10.64,3859,">75 Laki-Laki",846,">75","Laki-Laki"
"4347",2013,"PROVINSI DKI JAKARTA","JAKARTA UTARA","CILINCING","SEMPER BARAT",4.44,18003,">75 Laki-Laki",1855,">75","Laki-Laki"
"4348",2013,"PROVINSI DKI JAKARTA","JAKARTA UTARA","PADEMANGAN","PADEMANGAN TIMUR",2.61,16245,">75 Laki-Laki",1205,">75","Laki-Laki"
"4349",2013,"PROVINSI DKI JAKARTA","JAKARTA UTARA","PADEMANGAN","PADEMANGAN BARAT",3.53,24947,">75 Laki-Laki",2322,">75","Laki-Laki"
"4350",2013,"PROVINSI DKI JAKARTA","JAKARTA UTARA","PADEMANGAN","ANCOL",5.77,4981,">75 Laki-Laki",787,">75","Laki-Laki"
